Class,Opal_520,Opal_570,Opal_620,Opal_690,Distance
520:690,0.2053,0.0161,0.0194,0.0921,59.155
520:570:690,0.3581,0.0548,0.0176,0.1194,120.7237
520:620:690,0.3303,0.0126,0.0319,0.0888,128.5316
520:570:690,0.413,0.0456,0.0262,0.0965,46.6839
520:690,0.501,0.0073,0.0377,0.1225,117.7298
520:570:690,0.4254,0.0301,0.0145,0.0655,223.0983
520,0.3977,0.0042,0.0456,0.0283,192.3567
520,0.1203,0.0114,0.0115,0.0371,224.8203
520:570:690,0.4268,0.058,0.0215,0.1414,54.8587
520,0.1479,0.0011,0.0116,0.0169,184.0489
520:570,0.4527,0.0384,0.0251,0.0062,193.0895
520:570:690,0.1435,0.0246,0.0166,0.0573,23.6099
520:570:620,0.459,0.0712,0.0331,0.0104,184.8007
520:690,0.512,0.0182,0.0132,0.1907,155.6609
520:690,0.4351,0.0154,0.0189,0.173,166.3905
520:620:690,0.184,0.0071,0.0603,0.0631,10.3476
520:690,0.3301,0.0195,0.0166,0.1056,54.9035
520:570:690,0.64,0.0276,0.0137,0.1827,107.09
520:620:690,1.596,0.0074,0.0767,0.0891,64.0299
520:570:620:690,0.4287,0.0239,0.0293,0.1531,143.5057
520:620:690,0.2004,0.011,0.2268,0.1156,13.118
520,0.1202,0.0058,0.0154,0.0337,39.1585
520:620:690,0.1299,0.0052,0.0636,0.0838,61.8339
520:690,0.3,0.013,0.02,0.0653,98.6963
520:690,0.2327,0.0157,0.0134,0.074,69.4931
520:570:690,0.5659,0.0426,0.02,0.1147,8.1084
520,0.1729,0.0069,0.0135,0.0318,17.3511
520:570:620:690,0.157,0.0681,0.0587,0.0776,76.5238
520:570,0.1264,0.0336,0.0138,0.0314,82.7808
520:690,0.214,0.0209,0.0166,0.0694,28.1238
