Class,Opal_520,Opal_570,Opal_620,Opal_690,Distance
520:570:690,0.2161,0.0557,0.0127,0.05,3679.448
520:620:690,0.2052,0.0114,0.5461,0.0784,3661.7729
520:620:690,0.1549,0.002,0.1141,0.086,3654.1963
520:570:690,0.8885,0.0378,0.0173,0.1734,3670.0264
520:570:690,0.6582,0.0251,0.0131,0.1874,3698.2156
520:570:690,0.2441,0.0391,0.01,0.0676,3709.5349
520:570:690,0.4869,0.0368,0.0139,0.1284,3675.2302
520:690,0.212,0.0022,0.0108,0.0589,3641.5237
520:690,0.3834,0.0156,0.0091,0.1416,3653.8337
520:620,1.4797,0.001,0.1568,0.0049,3717.9565
520:690,0.6544,0.0101,0.0129,0.2184,3669.5391
520:570:690,0.2668,0.0249,0.0089,0.0767,3686.4241
520:570:690,0.5085,0.0374,0.0121,0.1317,3611.7166
520,0.137,0.0012,0.0249,0.0097,3670.4543
520:570:690,0.3568,0.0485,0.0114,0.1064,3614.1682
520:690,0.6483,0.0172,0.0145,0.2409,3625.3298
520:620:690,0.2655,0.0065,0.1831,0.0814,3637.3096
520:690,0.3534,0.0034,0.0132,0.0992,3613.1702
520:570:690,0.1333,0.0323,0.0124,0.0529,3645.2378
520:690,0.557,0.0077,0.0379,0.1323,3606.3589
520:690,0.2615,0.0004,0.0156,0.0861,3627.6169
520:690,0.3703,0.0206,0.0118,0.0814,3596.4341
520:570:690,0.5883,0.0415,0.0107,0.1602,3628.2407
520:690,0.1274,0.0076,0.0127,0.0575,3598.0891
520:620:690,0.1751,0.0185,0.6416,0.0675,3603.4961
520:620:690,0.181,0.0067,0.0476,0.055,3597.772
520:620:690,0.3815,0.0012,0.1214,0.0388,3631.5586
520:620,1.4016,0.0006,0.1443,0.0077,3638.3718
520:690,0.4546,0.011,0.0135,0.1243,3617.1528
520:620,2.2803,0.0108,0.2003,0.0038,3547.5972
520:620,0.1423,0.0025,0.2227,0.0314,3563.4758
520:620:690,0.142,0.0015,0.0567,0.074,3619.6348
520:690,0.3091,0.0029,0.0345,0.1102,3614.1082
520:620,0.7773,0.0036,0.1739,0.0165,3532.1631
520:690,0.1865,0.0197,0.0105,0.0388,3600.0776
520:620,0.1896,0.003,0.0862,0.0102,3548.5452
520:570:690,0.661,0.0221,0.0138,0.2039,3601.2976
520:570:690,0.5721,0.0552,0.0125,0.1516,3575.7439
520:570:690,0.1268,0.0417,0.0087,0.0481,3583.0488
520:690,0.2297,0.0052,0.0082,0.0867,3588.8804
520:690,0.2335,0.0097,0.0101,0.0584,3592.53
520:620,2.2762,0.0012,0.386,0.0049,3558.355
520:620,0.4208,0.0009,0.0648,0.0129,3549.2998
520:620,0.1952,0.0001,0.0252,0.0075,3470.9524
520:620,0.6833,0.0007,0.1111,0.0084,3418.7183
520:620,1.0771,0.0016,0.1536,0.0046,3431.0803
520,0.132,0.0001,0.0167,0.0054,3540.4509
520,0.1679,0.0132,0.0284,0.0075,3484.5046
520:620,1.3704,0.001,0.0889,0.0165,3409.239
520:620,0.8381,0.0007,0.0729,0.0052,3414.248
520:690,0.7106,0.0005,0.0136,0.0356,3399.8528
520:620,0.3742,0.0046,0.0734,0.0047,3478.5925
520:690,0.3144,0.0003,0.0121,0.0437,3389.8025
520,0.1882,0.0014,0.0101,0.0159,3407.634
520,0.3342,0.0037,0.006,0.0239,3396.2715
520:620,0.9997,0.0008,0.1374,0.0045,3453.6021
520:620,1.9084,0.0013,0.1677,0.0044,3504.0557
520:620,0.6808,0.004,0.1599,0.006,3475.7009
520:690,0.1352,0.0008,0.0069,0.043,3379.8552
520:690,0.2055,0.0132,0.0076,0.0622,3427.0466
520:570,0.1831,0.0623,0.0073,0.0304,3416.0212
520:570:690,0.4043,0.0581,0.0095,0.1069,3419.2441
520:620,0.5154,0.0022,0.0251,0.0085,3338.1562
520,0.2049,0.0065,0.0094,0.0193,3364.071
520:690,0.1772,0.0086,0.0145,0.0464,3317.3596
520:620:690,0.3757,0.0073,0.07,0.0443,3355.7847
520:570:690,0.5056,0.0683,0.0124,0.1014,3367.4692
520:570:690,0.6383,0.0381,0.0174,0.1315,3395.1316
520:620:690,0.1818,0.0032,0.2081,0.0595,3404.7786
520:570:690,0.4535,0.0401,0.0136,0.0897,3315.093
520:570:690,0.4764,0.0317,0.0091,0.1124,3375.4861
520:570:690,0.1324,0.0668,0.0169,0.0603,3342.0833
520:690,0.3954,0.0174,0.0095,0.0496,3354.72
520:570:690,0.74,0.0281,0.0123,0.1715,3377.8833
520:690,0.1214,0.0019,0.0071,0.0357,3345.5881
520:690,0.1782,0.0057,0.0084,0.0491,3388.8452
520:690,0.2329,0.0032,0.0075,0.035,3329.6167
520:570:690,0.6655,0.1018,0.0319,0.1295,3309.0474
520:620:690,0.3776,0.012,0.3662,0.0738,3314.5757
520:570:620:690,0.774,0.0588,0.1524,0.1457,3301.2715
520:570:690,0.3792,0.0223,0.0153,0.0838,3305.4336
520:690,0.2172,0.0007,0.0107,0.0615,3335.5254
520:570:690,0.8589,0.0569,0.0183,0.1339,3324.749
520:570:690,0.3823,0.0631,0.0163,0.1025,3281.7344
520:620,0.3148,0.004,0.4531,0.026,3402.7671
520:690,0.4478,0.0199,0.009,0.1004,3354.333
520:690,0.1986,0.0018,0.0084,0.0541,3372.7905
520:570:690,0.9388,0.0622,0.0129,0.2338,3283.6001
520:570:690,0.2962,0.0637,0.022,0.0787,3314.7354
520:570:690,0.562,0.0835,0.0145,0.0784,3364.8049
520:570:690,0.5342,0.1136,0.0149,0.1254,3314.7129
520:570:690,0.2342,0.0245,0.0122,0.1071,3331.6233
520:570:690,0.7928,0.0223,0.0106,0.1557,3270.9375
520:690,0.3246,0.0033,0.0141,0.0689,3360.0127
520:570:690,0.4315,0.0853,0.0102,0.1212,3280.6113
520:690,0.4351,0.0064,0.0069,0.0885,3265.8982
520:620,2.0965,0.0003,0.2274,0.0049,3367.625
520:620,0.5675,0.0033,0.0654,0.0241,3330.5344
520:570:690,0.8855,0.1021,0.0174,0.2003,3298.4939
520:570:690,0.2036,0.0342,0.0112,0.0702,3309.979
520:620,0.3859,0.0067,0.0309,0.0311,3283.98
520,0.1297,0.0038,0.0152,0.0117,3331.7085
520:690,0.2205,0.0063,0.0073,0.0414,3236.6438
520:570:690,0.6944,0.0431,0.021,0.1539,3294.6548
520:690,0.7587,0.0018,0.0133,0.1672,3320.2695
520:690,0.356,0.006,0.017,0.0733,3313.043
520:620:690,2.2203,0.0024,0.1844,0.0778,3324.1716
520:570:690,0.6705,0.0237,0.0146,0.2034,3310.6799
520:570:690,0.5496,0.0234,0.0147,0.1528,3228.4512
520:690,0.3579,0.0094,0.0151,0.0805,3213.0869
520:570:690,0.2438,0.0793,0.0158,0.0889,3247.7637
520:570:690,0.6313,0.0434,0.0125,0.1721,3287.1726
520:570:690,0.5204,0.0327,0.0157,0.1186,3302.509
520:620:690,0.3905,0.0068,0.0368,0.0398,3271.075
520:570:690,0.5973,0.0282,0.0134,0.1351,3213.5403
520:690,0.2864,0.0098,0.0123,0.0691,3303.5383
520:570:690,0.7911,0.0573,0.0176,0.2049,3257.0376
520:690,0.5065,0.0053,0.0138,0.1008,3245.2532
520:690,0.5773,0.0154,0.0141,0.1883,3265.5146
520:570:690,0.6071,0.0774,0.013,0.1539,3258.7683
520,0.1334,0.0039,0.0152,0.0289,3177.5728
520:690,0.1513,0.0004,0.0623,0.0378,3294.3752
520:570:690,0.5373,0.0332,0.0126,0.1105,3187.2017
520:690,0.3394,0.0142,0.0115,0.1381,3216.5161
520:690,0.7542,0.011,0.0139,0.3424,3264.3882
520:570:690,0.416,0.023,0.013,0.0899,3254.4619
520:690,0.2799,0.0068,0.0087,0.0802,3258.0005
520:620:690,0.3889,0.012,0.0475,0.102,3287.4167
520:570:620,0.2583,0.0223,0.0623,0.0211,3191.1406
520:620:690,0.1783,0.0041,0.0836,0.0629,3214.3328
520:570:690,0.2,0.0783,0.0189,0.0885,3302.7202
520:570:690,0.6025,0.0238,0.0573,0.1274,3293.606
520:620:690,0.1913,0.0057,0.5423,0.0842,3285.6565
520:570:690,0.9629,0.0548,0.0167,0.2641,3213.1455
520:690,0.3753,0.0176,0.0147,0.1065,3269.3721
520:690,0.626,0.0047,0.01,0.103,3182.6731
520:620:690,0.1438,0.0074,0.1229,0.049,3227.6243
520:690,0.6104,0.0198,0.0134,0.1776,3248.678
520:690,0.1776,0.0191,0.0147,0.0485,3202.6289
520:690,0.2139,0.0103,0.0237,0.1045,3269.311
520:690,0.4037,0.0059,0.0133,0.1277,3185.8865
520:690,0.335,0.0133,0.0146,0.0814,3226.6836
520:690,0.3655,0.0068,0.0212,0.0622,3169.6067
520:690,0.2304,0.008,0.0166,0.0461,3177.2002
520:570:690,0.3026,0.0302,0.006,0.0355,3123.8408
520:620:690,1.0091,0.013,0.0585,0.1381,3233.0439
520,0.3295,0.0026,0.0057,0.023,3130.998
520:690,0.2309,0.0203,0.009,0.0517,3125.5708
520:620:690,0.429,0.001,0.0275,0.0826,3217.6353
520:690,0.7674,0.0159,0.018,0.221,3231.3838
520:570:690,0.576,0.0577,0.0126,0.1381,3226.3237
520:690,0.2234,0.0031,0.011,0.0706,3221.3916
520:690,0.4172,0.0206,0.0081,0.0729,3155.9473
520:570:690,0.3284,0.0307,0.0096,0.1021,3160.7168
520:570:690,0.3782,0.0431,0.0058,0.1275,3154.7192
520:690,0.1947,0.006,0.0098,0.051,3236.458
520:570:690,0.2163,0.0286,0.0091,0.0349,3133.0723
520:570:620:690,1.1436,0.0631,0.1087,0.1537,3165.3875
520:690,0.8013,0.0134,0.0223,0.1185,3153.8262
520:570:620:690,1.021,0.0309,0.1113,0.262,3157.3962
520:570:690,0.3291,0.0276,0.011,0.0909,3125.8689
520:620,0.9186,0.0001,0.0536,0.016,3223.6807
520:620:690,0.1242,0.0084,0.1279,0.0612,3170.5505
520:620,0.1946,0.0034,0.384,0.0237,3090.3594
520:620,1.3816,0.0002,0.1528,0.0143,3217.085
520:620,2.635,0.0033,0.1526,0.0221,3200.7974
520,0.21,0.003,0.0217,0.0236,3114.229
520:690,0.1313,0.02,0.0127,0.0344,3208.1313
520:570:690,0.3898,0.0377,0.0121,0.0582,3186.7759
520:620,0.8397,0.0001,0.0819,0.0082,3206.6238
520:690,0.2532,0.0029,0.0127,0.0876,3124.7793
520:570:690,0.4695,0.0374,0.0149,0.1152,3163.1785
520:570:690,0.5381,0.0662,0.0137,0.1572,3138.1892
520:620:690,0.7369,0.0041,0.0641,0.0336,3178.1243
520,0.2627,0.0032,0.0093,0.0318,3107.3171
520:690,0.1473,0.0049,0.0099,0.0484,3141.1777
520:570:690,0.6971,0.1517,0.0186,0.1104,3136.3076
520:570:690,0.5992,0.0229,0.0134,0.1745,3168.7627
520:690,0.5094,0.013,0.0101,0.1022,3127.3655
520:620,0.2203,0.0045,0.1276,0.0286,3099.6382
520:620,0.8349,0.0026,0.1897,0.0252,3097.6509
520:690,0.4399,0.0002,0.0111,0.0588,3117.0007
520:570:690,0.5339,0.0694,0.013,0.1052,3122.5295
520:690,0.3569,0.0012,0.0146,0.0788,3152.6006
520:690,0.2388,0.0062,0.0113,0.0449,3088.2109
520:690,0.2008,0.0102,0.0191,0.0426,3099.135
520:570:690,0.521,0.0258,0.0113,0.0893,3130.4761
520:620,1.1345,0.0006,0.0727,0.0032,3033.5461
520:620,2.0375,0.0004,0.1223,0.0091,2981.4084
520:570:690,0.5691,0.0458,0.0123,0.1562,3086.6609
520:620,0.5674,0.0007,0.0442,0.008,3100.2236
520:620,0.3902,0.0001,0.0351,0.0082,2978.0237
520:690,0.1808,0.001,0.0104,0.0474,3068.5718
520:570:690,0.5554,0.0571,0.0127,0.0853,3081.4233
520,0.2816,0.0002,0.0382,0.0115,2948.8064
520:620,0.2852,0.0002,0.0949,0.0071,2953.1106
520:570:690,0.6748,0.0654,0.0113,0.1206,3064.3992
520:620,0.2283,0.0004,0.0959,0.0117,3014.7878
520,0.1276,0.0019,0.0127,0.0087,3080.4294
520:570:690,0.2141,0.0471,0.0113,0.0441,3052.8967
520:570:690,0.2025,0.0233,0.0089,0.0551,3063.6655
520:620,0.958,0.0005,0.0843,0.0235,3077.7354
520:620,0.4323,0.002,0.054,0.0097,3038.2715
520:620,0.6208,0.0023,0.071,0.0078,2994.8765
520:620,0.365,0.001,0.1652,0.0173,2881.7554
520:620,0.9797,0.0012,0.1876,0.0055,3049.4465
520:620,0.5265,0.0027,0.0673,0.0056,2987.7488
520:570:620,1.0404,0.025,0.1437,0.0051,3018.0967
520,0.1466,0.0003,0.012,0.0037,2917.6692
520:620,0.3026,0.0001,0.0495,0.0039,2914.7537
520:620,0.5883,0.0002,0.0637,0.0049,2975.572
520:620,1.5331,0.0002,0.2055,0.0037,2970.1489
520:620,0.1555,0.0001,0.0349,0.0056,2918.3923
520:570:690,0.1805,0.0653,0.0172,0.0561,2854.418
520:690,0.4091,0.0136,0.0162,0.0467,2848.3677
520:570:690,1.0888,0.0493,0.0274,0.2113,2809.9038
520:690,0.262,0.0102,0.0257,0.0788,2754.2144
520:570:690,0.5618,0.0337,0.0325,0.268,2816.4526
520:570:620:690,0.5439,0.0264,0.2595,0.1475,2820.8833
520:570:620:690,0.8713,0.0652,0.1185,0.2207,2831.2461
520:570:690,1.2481,0.0484,0.015,0.2597,2809.2424
520:620,1.6042,0.0015,0.2712,0.0158,2841.863
520:690,0.5606,0.0102,0.0137,0.0975,2748.8789
520:570:690,0.7025,0.0655,0.0113,0.1642,2742.9246
520:570:690,0.2889,0.0592,0.0166,0.1029,2795.1819
520:620,0.3834,0.0053,0.0475,0.0143,2855.9194
520:570:620:690,0.5622,0.1528,0.2166,0.1525,2828.1082
520:570:690,0.7817,0.0854,0.0165,0.208,2809.4612
520:620,1.0088,0.0045,0.2125,0.0049,2916.719
520:570:690,0.6134,0.0245,0.0272,0.2022,2822.3594
520:570:690,0.7382,0.079,0.0192,0.2316,2829.0144
520:690,0.1686,0.0155,0.0202,0.0506,2761.1013
520:690,0.4629,0.0098,0.0102,0.0673,2827.1748
520:690,0.6281,0.0191,0.0092,0.1718,2820.2808
520:570:690,0.6268,0.0361,0.0108,0.0993,2827.8494
520:690,0.4348,0.0173,0.0084,0.0984,2811.6277
520:570:690,0.8232,0.1002,0.0128,0.1471,2841.4954
520:690,0.5138,0.0094,0.0107,0.1298,2835.1594
520:570:690,0.6789,0.0336,0.0083,0.1833,2762.9148
520:570:690,0.5272,0.0412,0.0155,0.131,2766.7051
520:690,0.2912,0.0079,0.0131,0.0962,2810.4216
520:570:690,0.3098,0.0633,0.0251,0.1826,2853.0103
520:690,0.5324,0.0055,0.0191,0.158,2846.3494
520:570:690,0.8518,0.0937,0.0193,0.2298,2797.0613
520:570:690,0.1358,0.0439,0.0143,0.0396,2770.2871
520:620:690,0.3456,0.0125,0.1846,0.0775,2638.3154
520:620,0.6297,0.0027,0.0711,0.0267,2602.498
520:690,0.1903,0.0056,0.0119,0.0573,2815.261
520,0.1437,0.0095,0.0172,0.0322,2847.6182
520:570:690,0.3458,0.0235,0.0096,0.0382,2606.3569
520:690,0.6885,0.019,0.0112,0.1098,2641.1147
520:570:690,0.8286,0.0214,0.0148,0.0605,2596.9644
520:570:690,0.4625,0.0501,0.0096,0.1186,2669.562
520:570:690,1.3281,0.1357,0.0308,0.1448,2658.1379
520:620,0.902,0.0007,0.1424,0.027,2743.1489
520:570:690,0.7543,0.1114,0.012,0.1314,2635.0312
520:690,0.8731,0.0111,0.0131,0.1233,2653.1421
520:690,0.5603,0.0181,0.0109,0.0607,2595.9902
520:570:690,0.4852,0.0972,0.024,0.131,2758.5464
520:570:690,0.4126,0.0241,0.0154,0.1413,2800.2861
520:690,0.2288,0.0018,0.0137,0.1065,2669.5352
520:570:620:690,0.2064,0.0228,0.0389,0.0701,2766.7942
520:690,0.3967,0.0207,0.0213,0.0578,2749.417
520:570:690,0.4837,0.0372,0.0138,0.0822,2662.167
520:570:620:690,0.3327,0.0217,0.1527,0.0395,2649.3564
520:570:690,0.2561,0.0381,0.012,0.0811,2692.1536
520:690,0.2417,0.0099,0.0148,0.055,2757.5154
520:570:690,0.5101,0.0377,0.0227,0.1295,2697.2744
520:690,0.541,0.0195,0.0182,0.0938,2697.2131
520:570:690,1.0536,0.0259,0.0263,0.2799,2691.0996
520:620:690,0.2395,0.0197,0.134,0.0605,2581.9409
520:570:690,0.4011,0.1572,0.0239,0.0586,2590.2549
520:690,0.2239,0.0015,0.0135,0.0912,2659.0574
520:620:690,0.2541,0.0082,0.1626,0.06,2689.542
520:620:690,0.2479,0.0125,0.1027,0.1338,2598.2244
520:570:690,0.5949,0.0282,0.0101,0.1362,2667.0383
520:570:690,0.2632,0.0343,0.015,0.0571,2582.8853
520,0.1566,0.0004,0.046,0.0123,2759.512
520:620:690,0.3916,0.0033,0.1092,0.1057,2653.5027
520:570:690,0.4179,0.0704,0.0154,0.1281,2667.4675
520:620,0.1526,0.0005,0.128,0.024,2601.4053
520:570:690,0.4869,0.0244,0.0194,0.1267,2661.8525
520:620,0.172,0.0006,0.0344,0.0134,2699.3523
520:620,0.8211,0.0002,0.0509,0.0069,2746.6992
520:570:690,0.2071,0.0658,0.0133,0.0582,2618.2842
520:690,0.3245,0.0175,0.0121,0.1148,2615.8325
520:570,0.1254,0.0362,0.0173,0.0253,2763.4441
520:570:690,0.7588,0.0392,0.0209,0.1652,2721.8203
520:690,0.1354,0.0175,0.0125,0.0709,2569.3721
520:620,1.0398,0.0055,0.1502,0.0192,2738.8416
520:570:690,0.2243,0.043,0.0243,0.0763,2727.3071
520:690,0.4152,0.0071,0.0209,0.0544,2709.3677
520:570:690,0.6863,0.0376,0.0144,0.1398,2570.3413
520:620,0.4513,0.0007,0.2266,0.0108,2474.3198
520:570:620:690,1.2548,0.0238,0.2093,0.0421,2643.2739
520:690,0.3162,0.0102,0.0104,0.0632,2560.8696
520:570:690,0.4869,0.052,0.0116,0.0645,2527.3813
520:620:690,0.1389,0.0023,0.0525,0.0328,2618.3853
520:570:690,0.8756,0.0474,0.0123,0.1842,2538.2068
520:570:690,0.4311,0.0392,0.0091,0.0614,2516.8745
520:690,0.3386,0.0074,0.014,0.0936,2608.7861
520:570:690,0.2842,0.0671,0.011,0.0686,2549.0039
520:690,0.4166,0.0137,0.0194,0.1313,2618.877
520:620,0.4757,0.006,0.2536,0.0195,2497.3667
520:570:690,0.4633,0.0622,0.0188,0.0968,2613.4668
520:690,0.354,0.0031,0.0126,0.0593,2569.2449
520:570:620:690,0.3257,0.0263,0.3578,0.0569,2624.7424
520:690,0.3048,0.01,0.0145,0.0943,2593.3242
520:570:690,0.8301,0.0634,0.0219,0.1524,2507.7488
520:570,0.3269,0.0423,0.0257,0.0312,2651.7192
520:570:690,0.6575,0.0242,0.0127,0.1572,2531.1096
520:570:690,1.3818,0.1578,0.0092,0.1988,2520.741
520:570:690,0.8893,0.1155,0.0193,0.1778,2513.4692
520:570:690,0.6069,0.029,0.0157,0.1647,2544.7805
520:620,1.1253,0.0003,0.0879,0.012,2663.3953
520:570:690,0.8242,0.052,0.0129,0.0901,2506.1318
520:620:690,3.1874,0.0203,0.2081,0.1062,2647.6587
520:570:690,0.5588,0.0298,0.0195,0.1294,2649.4314
520:570:690,0.5245,0.0373,0.017,0.1468,2600.9395
520:570:690,0.3798,0.0312,0.0089,0.0739,2497.2273
520:690,0.4696,0.0108,0.0156,0.1174,2603.6541
520:570:690,0.6691,0.0707,0.0156,0.1905,2500.5286
520:690,0.7124,0.0105,0.0568,0.1334,2592.4438
520:620,1.5515,0.0131,0.2335,0.0079,2406.7341
520:690,0.5189,0.019,0.0219,0.0799,2504.3032
520:570:690,0.5482,0.0424,0.0117,0.1351,2514.7407
520:570:690,0.3888,0.0695,0.0167,0.0864,2585.022
520:570:690,0.7983,0.0869,0.0187,0.1604,2474.4666
520:690,0.2254,0.009,0.0099,0.0408,2519.7007
520:570:690,0.841,0.0646,0.0202,0.2758,2615.3062
520:690,0.3878,0.0121,0.0235,0.0509,2442.9937
520:570:690,0.5877,0.0894,0.0155,0.1237,2451.0024
520:570:690,0.8297,0.0237,0.0185,0.3383,2608.4399
520:690,0.1813,0.01,0.0167,0.0475,2462.698
520:570:620:690,0.6968,0.0906,0.2452,0.1099,2448.0452
520:690,0.5601,0.0056,0.0121,0.1623,2568.269
520:570:620:690,0.3418,0.0252,0.0569,0.0614,2455.5969
520:620:690,0.5711,0.008,0.0423,0.1427,2554.6982
520:620,0.2474,0.0006,0.1529,0.0263,2439.9736
520:570,0.2773,0.0677,0.0193,0.0181,2543.417
520:620,0.7868,0.0099,0.0669,0.0187,2549.5933
520:570:690,0.4979,0.0482,0.0145,0.0947,2407.823
520:570:690,0.5938,0.0584,0.0159,0.1066,2567.5935
520:620,0.1459,0.0019,0.0982,0.0229,2446.8408
520:570:690,0.5548,0.0653,0.0288,0.1151,2452.1985
520:620,2.4757,0.0023,0.176,0.0075,2406.0007
520:570:690,0.6437,0.0711,0.0173,0.172,2446.3562
520:570:690,0.5498,0.1066,0.0188,0.1155,2454.1863
520:570:690,0.4607,0.0258,0.0161,0.1248,2450.1077
520:570:690,0.2915,0.0652,0.0148,0.0657,2483.4839
520:570:690,0.672,0.0642,0.0159,0.0936,2412.2815
520:570:690,0.8386,0.0412,0.0162,0.1209,2403.4128
520:690,0.1406,0.0093,0.0133,0.0409,2482.635
520:620:690,0.5892,0.0091,0.3125,0.0655,2402.9626
520:570:690,0.5146,0.0535,0.0156,0.1158,2322.562
520:620,0.5977,0.001,0.1497,0.0057,2389.0303
520:570:690,0.8062,0.0652,0.0118,0.1512,2352.9695
520:570:690,0.5005,0.056,0.0184,0.1462,2325.3069
520:570:690,0.6427,0.0292,0.0216,0.1029,2357.5256
520:570,0.1302,0.0359,0.0111,0.0233,2306.9556
520:570:690,0.4702,0.051,0.0155,0.1729,2323.1021
520:620,1.3216,0.001,0.3264,0.0049,2349.636
520,0.2135,0.0005,0.0227,0.0065,2280.6584
520:620,0.4212,0.0007,0.2457,0.0145,2417.9336
520:570,0.259,0.0715,0.0367,0.009,2399.8271
520:620,0.2977,0.0003,0.0422,0.0059,2357.4873
520:620,0.9903,0.0002,0.0416,0.0039,2362.1716
520:570:620,0.2256,0.0289,0.0321,0.0092,2266.3779
520:570:690,0.2099,0.0239,0.0113,0.0775,2303.5259
520,0.1996,0.0067,0.0104,0.0263,2291.8535
520:690,0.3283,0.0107,0.0206,0.0616,2398.0293
520:690,0.2204,0.002,0.0211,0.0593,2295.0659
520:570,0.1277,0.0894,0.0159,0.0071,2309.8977
520,0.343,0.0025,0.0248,0.0105,2305.5076
520,0.2519,0.0006,0.0233,0.0189,2312.2163
520:570,0.2234,0.0218,0.0183,0.0314,2212.593
520:620,0.1665,0.0028,0.2762,0.0131,2224.4048
520:570:690,0.2332,0.0265,0.0126,0.0411,2202.0781
520,0.1203,0.0033,0.0211,0.0233,2297.2581
520:690,0.1375,0.0038,0.0427,0.1232,2305.3611
520:570:690,0.5007,0.1239,0.0231,0.0791,2201.3086
520:620,0.3875,0.0022,0.0654,0.0114,2157.3857
520:570:690,1.0159,0.252,0.0385,0.1988,2193.0496
520:570:620:690,0.4443,0.0225,0.1181,0.0739,2200.8291
520:570:690,0.7627,0.0666,0.0103,0.1083,2182.5352
520:570:620:690,0.5803,0.0329,0.0807,0.0476,2146.2029
520:570:690,0.7074,0.036,0.0166,0.1508,2189.5918
520:570:690,0.333,0.0389,0.019,0.0643,2146.0593
520:570:690,0.3699,0.1346,0.0185,0.0589,2137.4487
520:570,0.2913,0.043,0.0115,0.0248,2224.5071
520:570:690,0.6579,0.0352,0.0172,0.132,2144.8665
520:570:620:690,0.3881,0.0348,0.032,0.0671,2238.479
520,0.1697,0.0063,0.0104,0.0268,2344.8528
520,0.1351,0.0095,0.0124,0.0176,2235.2117
520:570:690,0.4431,0.0599,0.0176,0.0387,2177.6687
520,0.1239,0.0022,0.0298,0.0049,2282.4385
520:570:690,1.3169,0.069,0.0168,0.0967,2171.3674
520:690,0.3903,0.016,0.0097,0.0458,2061.9666
520:570:690,0.3736,0.022,0.0097,0.0344,2161.3538
520:620,1.8133,0.0004,0.1721,0.0112,2135.4683
520:620:690,0.2755,0.0091,0.036,0.0682,2078.6016
520:570,0.5442,0.0235,0.041,0.0128,2123.2305
520:570:690,0.4425,0.025,0.0115,0.0409,2069.3818
520:620,0.5298,0.0009,0.1635,0.0174,2282.2915
520:570:690,0.8066,0.0801,0.0151,0.1491,2202.072
520:620:690,0.3506,0.0119,0.2149,0.0637,2172.9229
520:570:690,0.4804,0.0217,0.0281,0.083,2159.5732
520:690,0.9646,0.0176,0.0139,0.1174,2164.2864
520:620,2.0868,0.0019,0.1707,0.0057,2290.6904
520:570:690,0.7431,0.1297,0.0176,0.1288,2157.533
520:620:690,0.1883,0.0171,0.3619,0.0655,2143.6226
520:620,0.3699,0.0059,0.0636,0.0177,2205.9487
520:620:690,0.2761,0.01,0.0374,0.0503,2187.4976
520:570:690,0.3131,0.0268,0.0099,0.0506,2112.5608
520:570,0.133,0.0477,0.0116,0.0149,2250.5771
520:570:690,0.5515,0.0734,0.0158,0.1456,2271.8499
520,0.1415,0.0029,0.0133,0.0205,2194.6384
520:570:690,0.4382,0.0252,0.0136,0.1325,2271.45
520:570:690,0.6296,0.0809,0.0179,0.088,2210.8118
520:570:690,0.3558,0.0236,0.0132,0.1711,2263.8103
520:690,0.5428,0.0122,0.0092,0.0772,2171.3979
520:570:690,1.0325,0.1152,0.0209,0.133,2161.01
520:570:690,0.8317,0.0426,0.0144,0.2189,2252.9495
520:570:690,0.4792,0.0527,0.0153,0.0764,2122.4265
520:620:690,0.3893,0.0171,0.3407,0.0569,2092.658
520,0.228,0.0115,0.0127,0.0316,2220.2136
520:570:690,0.7056,0.0634,0.0101,0.112,2167.2786
520:570,0.133,0.0398,0.0125,0.0285,2274.0806
520:570:690,0.2389,0.0259,0.0114,0.052,2115.5574
520:690,0.4067,0.02,0.013,0.0611,2107.8591
520:570:690,0.7268,0.0776,0.0153,0.1001,2103.0737
520:620:690,0.4286,0.0106,0.3378,0.0496,2196.0449
520:690,0.3601,0.0065,0.0137,0.0724,2252.0957
520:620:690,0.448,0.0136,0.1548,0.1245,2150.6484
520:620,2.0305,0.0042,0.1389,0.0313,2204.7856
520:690,0.2481,0.0074,0.0109,0.0332,2165.2791
520:570:690,0.6551,0.0714,0.0146,0.0852,2051.0098
520:690,0.5875,0.0185,0.0239,0.0816,2062.3928
520:570:690,0.2254,0.0997,0.0198,0.0433,2089.1323
520:690,0.1653,0.005,0.0108,0.0443,2130.7324
520,0.1404,0.0026,0.0105,0.0194,2155.9321
520:690,0.2577,0.0199,0.0209,0.0676,2315.7732
520:570:690,0.5121,0.0631,0.0159,0.0629,2260.5432
520,0.1425,0.0049,0.0167,0.0167,2040.062
520:570:690,0.5457,0.0528,0.0237,0.0995,2074.8303
520:690,0.2664,0.0178,0.0113,0.035,2055.0679
520:570:690,0.4557,0.0487,0.0164,0.1033,2057.9783
520:570,0.2598,0.0926,0.018,0.0261,2048.4731
520:570:690,0.477,0.0277,0.0166,0.093,2102.4229
520:570:620:690,0.4612,0.0463,0.236,0.1023,2076.947
520:620,4.0097,0.0005,0.2811,0.0044,2284.9558
520:570:690,0.7758,0.0942,0.0203,0.1731,2097.9749
520:570:690,0.4413,0.032,0.0159,0.1077,2055.2327
520:570,0.2656,0.0627,0.0124,0.0282,2023.6935
520:570:690,1.1933,0.1531,0.0241,0.3383,2089.071
520:570:690,0.9562,0.0372,0.0105,0.1582,2094.699
520:690,0.1662,0.0076,0.0102,0.0427,2221.9187
520:570:690,0.2154,0.0436,0.0129,0.0626,2079.4121
