Class,Opal_520,Opal_570,Opal_620,Opal_690,Distance
520:690,0.2735,0.0164,0.0118,0.1861,4933.8906
520:690,0.1451,0.0111,0.0062,0.0489,4930.9268
520:570:690,0.3701,0.0313,0.0139,0.1589,4966.5981
520:690,0.7741,0.0091,0.0227,0.4133,4959.7129
520:570:620,1.8424,0.0736,0.0646,0.0131,4938.9438
520:690,0.7444,0.0104,0.0178,0.3453,4966.2163
520:620:690,2.7912,0.015,0.5704,0.1821,4937.4482
520:690,0.7495,0.0031,0.0208,0.2555,4959.8066
520:570:690,0.7624,0.0229,0.0163,0.3178,4947.7446
520:690,0.9004,0.0079,0.0123,0.3853,4926.3877
520:690,1.2569,0.0055,0.0191,0.4666,4949.2412
520:570:690,0.4802,0.0807,0.016,0.2699,4957.0732
520:690,0.578,0.0052,0.0237,0.3327,4930.8325
520:690,1.2063,0.011,0.0247,0.4882,4925.4155
520:690,1.1025,0.0151,0.0183,0.5027,4916.9204
520:570:690,0.1666,0.0321,0.0132,0.1405,4923.9028
520:570:690,0.9518,0.0381,0.0137,0.3878,4910.2808
520:570:690,0.9744,0.028,0.0183,0.4401,4912.3975
520:690,0.7316,0.0054,0.014,0.3002,4936.3149
520:690,0.1207,0.0023,0.0097,0.0758,4916.8755
520:690,0.1387,0.006,0.0197,0.0361,4893.8125
520:690,0.8359,0.0092,0.0124,0.3452,4911.689
520:570:690,0.7981,0.0583,0.0124,0.301,4897.0205
520:570:690,0.7829,0.0265,0.018,0.369,4908.5479
520:570:690,0.9075,0.0316,0.0162,0.3519,4927.8071
520:690,0.5075,0.0085,0.0185,0.2906,4910.9629
520:690,0.2025,0.0084,0.0145,0.164,4916.5996
520:570:690,0.4468,0.0504,0.0153,0.1958,4893.2407
520:570:690,0.5857,0.0616,0.0106,0.174,4918.478
520:690,0.5965,0.0075,0.0196,0.4385,4903.5811
520:570:690,0.6057,0.0248,0.0154,0.3382,4893.895
520:570:690,0.5636,0.0233,0.0132,0.2251,4881.4087
520:570:690,1.1783,0.1511,0.0113,0.2861,4891.1807
520:690,0.3583,0.0072,0.0121,0.2032,4895.6104
520:690,0.1417,0.0087,0.0118,0.1196,4919.0786
520:570:690,0.8748,0.0552,0.016,0.376,4877.4058
520:690,0.268,0.004,0.0138,0.1512,4906.3203
520:570:690,0.6511,0.0218,0.0144,0.2109,4883.0547
520:690,0.8994,0.0061,0.0148,0.274,4876.5977
520:690,0.8039,0.0134,0.0187,0.3415,4859.3359
520:690,0.6226,0.0045,0.0184,0.3998,4878.7437
520:570:690,1.1224,0.0324,0.0215,0.4793,4871.2275
520:690,0.5857,0.0045,0.0079,0.1107,4852.4961
520:690,0.2192,0.004,0.0118,0.0903,4894.3877
520:690,0.7228,0.0097,0.0163,0.2424,4869.0776
520:690,0.3731,0.0003,0.0083,0.1267,4844.0518
520:690,0.5439,0.016,0.0131,0.25,4861.6465
520:570:690,0.9824,0.0268,0.0161,0.2847,4879.9131
520:570:690,0.3301,0.0619,0.0135,0.1652,4865.1216
520:690,0.6605,0.0094,0.014,0.2182,4871.3037
520:690,0.1629,0.0025,0.0106,0.0757,4861.2153
520:690,0.7642,0.0071,0.0139,0.2756,4845.5391
520:570:690,0.9899,0.0638,0.0181,0.4266,4846.5654
520:620:690,0.2532,0.0126,0.0667,0.1359,4880.4165
520:690,0.7229,0.0183,0.0159,0.3434,4852.6201
520:620:690,0.2422,0.0013,0.0594,0.1059,4872.3979
520:690,1.0385,0.0197,0.0222,0.4747,4873.0933
520:690,0.2122,0.0007,0.0111,0.0843,4848.5776
520:690,1.383,0.0077,0.0168,0.587,4843.3193
520:620:690,3.4718,0.0011,0.5356,0.0944,4861.21
520:570:690,0.9401,0.0284,0.0165,0.3357,4826.1025
520:570:690,0.4167,0.0778,0.0127,0.1896,4831.4463
520:690,0.8503,0.0073,0.0381,0.2096,4849.4561
520:690,0.7948,0.0109,0.0143,0.321,4830.7578
520:690,1.74,0.0191,0.0224,0.688,4865.6079
520:690,1.0029,0.0118,0.0207,0.4268,4864.4272
520:570:690,0.2273,0.0673,0.0264,0.1544,4848.9028
520:690,0.6356,0.001,0.0133,0.2109,4856.7295
520:620:690,0.4899,0.0173,0.0318,0.1093,4811.7998
520:570:690,1.0321,0.0572,0.0227,0.2989,4817.0034
520:570:690,1.0637,0.0479,0.021,0.4519,4816.3408
520:690,0.8315,0.0204,0.0175,0.1896,4809.6885
520:690,0.6385,0.0148,0.0133,0.1749,4821.8779
520:690,0.4462,0.0102,0.0083,0.0999,4784.7554
520:570:690,0.5322,0.0279,0.0168,0.2512,4787.6655
520:690,0.3266,0.0017,0.0112,0.1424,4807.9199
520:690,0.515,0.0122,0.0198,0.3138,4826.126
520:690,0.2819,0.0007,0.0136,0.1038,4810.3921
520:570:690,0.1477,0.1552,0.0408,0.0676,4764.4155
520:690,0.3231,0.0031,0.0155,0.2108,4790.0103
520:690,0.313,0.0017,0.0109,0.13,4823.6328
520:690,0.4438,0.0041,0.0141,0.1656,4790.8369
520:690,0.6176,0.0009,0.0132,0.2106,4807.4043
520:690,0.1838,0.0029,0.028,0.1311,4788.5288
520:690,0.8061,0.0201,0.0153,0.2712,4798.4277
520:690,0.1853,0.0036,0.0108,0.0696,4785.6787
520:690,0.4174,0.011,0.0101,0.1137,4773.0513
520:690,0.2505,0.0007,0.01,0.0801,4763.9932
520:690,0.2238,0.0106,0.0131,0.1285,4781.7593
520:570:690,0.5053,0.0524,0.0129,0.0655,4734.5322
520:690,0.3012,0.0144,0.021,0.0448,4722.9062
520:620,0.2634,0.0024,0.116,0.0323,4716.8999
520:570:690,0.824,0.0408,0.0195,0.361,4733.2271
520:570:690,0.5975,0.0407,0.0139,0.1222,4749.1133
520:690,0.5077,0.002,0.0091,0.2012,4736.5825
520:690,1.1994,0.0113,0.0132,0.1053,4743.1582
520:690,1.1448,0.0132,0.0163,0.4019,4727.0576
520:690,0.4418,0.0109,0.0398,0.0489,4672.3022
520:570:690,0.2126,0.034,0.0106,0.0994,4725.5698
520:690,0.6366,0.0085,0.0153,0.2598,4704.8398
520:690,0.7092,0.0109,0.0214,0.332,4741.3896
520:570:690,0.3302,0.0315,0.0147,0.084,4728.6519
520:690,0.502,0.0015,0.0199,0.1121,4720.4731
520:620:690,0.2669,0.0037,0.2674,0.0925,4726.5708
520:690,0.4834,0.0084,0.0179,0.1704,4733.4155
520:690,0.7603,0.0174,0.0128,0.1835,4717.9683
520:570:690,0.1876,0.0533,0.0141,0.0613,4699.3296
520:690,0.54,0.0046,0.0125,0.2214,4688.207
520:570:690,0.6861,0.041,0.0172,0.2678,4696.6118
520:570:690,0.1214,0.0346,0.0137,0.0714,4714.2754
520:570:690,0.9182,0.0465,0.0133,0.2255,4690.2183
520:620:690,0.3722,0.014,0.0742,0.1643,4667.2876
520:620:690,0.2137,0.009,0.0484,0.1384,4657.9712
520:690,0.5137,0.0052,0.0162,0.251,4703.0151
520:690,0.7861,0.0102,0.0154,0.1959,4678.7539
520:620:690,0.4839,0.0071,0.0368,0.2364,4694.5454
520:690,0.5639,0.0145,0.0262,0.248,4659.5415
520:690,0.1394,0.0136,0.0111,0.0714,4677.4985
520:690,0.3228,0.0067,0.0115,0.182,4682.8301
520:620:690,0.4794,0.0119,0.2359,0.2089,4662.5117
520:620:690,0.4112,0.0133,0.7249,0.3734,4660.4468
520:690,0.3241,0.0019,0.008,0.0559,4620.1226
520:690,0.5631,0.0114,0.0154,0.1878,4655.0547
520:690,0.2763,0.0013,0.0258,0.1804,4630.5112
520:690,0.8794,0.0104,0.0154,0.335,4621.689
520:620,0.7499,0.0002,0.0927,0.0146,4606.1528
520:570:690,0.2911,0.0323,0.011,0.076,4638.7363
520,0.1577,0,0.023,0.0109,4600.3442
520:570:620:690,0.7566,0.0345,0.1502,0.3347,4638.709
520:570:690,0.2735,0.048,0.0127,0.0934,4607.0938
520:570:690,0.8943,0.0216,0.0217,0.3055,4642.5464
520:570:690,0.6659,0.0314,0.0139,0.2435,4594.8359
520:690,0.8164,0.0111,0.0154,0.2831,4633.6875
520:690,0.8081,0.0079,0.0128,0.2584,4612.3892
520:570:690,0.6574,0.0512,0.0115,0.2582,4639.6392
520:570:690,0.5776,0.0254,0.0114,0.1763,4626.854
520:690,0.3456,0.0099,0.0222,0.1871,4637.7061
520:690,0.5645,0.0063,0.0137,0.1142,4609.2896
520:570:690,0.5387,0.0217,0.018,0.1957,4585.4922
520:690,0.2652,0.0152,0.0099,0.0507,4575.998
520:570:690,1.0317,0.06,0.0197,0.2972,4615.3286
520:570:690,0.8119,0.0273,0.0139,0.1731,4617.6011
520:690,0.5196,0.0174,0.0136,0.181,4575.0786
520:690,0.8432,0.0094,0.0122,0.259,4583.5894
520:690,0.3988,0.0127,0.0096,0.1428,4608.8359
520:620:690,0.3116,0.0078,0.1175,0.1427,4614.7837
520:690,0.6197,0.01,0.0114,0.2475,4589.603
520:570:690,1.2756,0.0243,0.0169,0.4158,4582.5239
520:690,0.4367,0.0024,0.0091,0.1621,4570.9985
520:690,0.1446,0.0007,0.0095,0.0571,4599.979
520:570:690,0.4724,0.0237,0.0186,0.1758,4607.3857
520:570:690,0.6682,0.0327,0.0155,0.2973,4565.1855
520:570:690,0.2539,0.0669,0.0124,0.1615,4571.5415
520:690,0.4179,0.0032,0.0151,0.2229,4611.6846
520:570:690,0.153,0.0542,0.0156,0.0925,4595.4092
520:690,0.8888,0.0186,0.0173,0.2682,4576.1865
520:690,0.2545,0.0123,0.0123,0.0993,4578.0527
520:570:620:690,0.4187,0.0338,0.1068,0.1742,4548.7686
520:570:690,0.5482,0.0217,0.014,0.2652,4569.2803
520:690,1.07,0.0208,0.0102,0.3032,4564.8286
520:690,0.3596,0.0008,0.0108,0.0925,4567.2754
520:690,0.6594,0.0041,0.0163,0.2009,4546.6924
520:690,0.9405,0.0003,0.009,0.2134,4559.188
520:570:690,0.7926,0.054,0.0123,0.1933,4552.4043
520:620,1.1003,0.0013,0.2259,0.0128,4504.167
520:620,0.2007,0.0003,0.0248,0.0187,4498.6011
520:690,0.6952,0.0017,0.007,0.224,4532.1792
520:570:690,0.1509,0.0484,0.0097,0.0542,4550.0688
520:570:690,0.7479,0.0404,0.0148,0.3104,4525.6997
520:690,0.548,0.0177,0.0134,0.1836,4515.5161
520:570:690,0.6575,0.047,0.015,0.2223,4544.1689
520:690,1.0402,0.0111,0.0169,0.2986,4519.0649
520:570:690,1.163,0.0376,0.0134,0.3052,4523.7529
520:690,0.1337,0.0054,0.0147,0.0809,4513.2969
520:690,0.2588,0.0016,0.0295,0.105,4546.7383
520:620,0.4705,0.0009,0.1364,0.02,4489.5381
520:690,0.2684,0.0042,0.0111,0.0872,4536.5347
520:570,0.7334,0.0247,0.04,0.0195,4497.0513
520:620,2.7031,0.0003,0.251,0.009,4486.085
520:690,0.21,0.0006,0.0109,0.1161,4523.7759
520:570:690,0.2105,0.0577,0.0095,0.0745,4537.9541
520:570:690,0.5452,0.041,0.0155,0.1531,4528.3394
520:690,0.4147,0.017,0.0129,0.1763,4513.269
520:620,0.3642,0.0002,0.0741,0.0147,4515.7388
520,0.1281,0.0136,0.024,0.0091,4507.1353
520:620,0.6694,0.0018,0.3825,0.0088,4419.6929
520,0.3688,0.0174,0.0307,0.0054,4477.7017
520:620,1.6012,0.0015,0.2079,0.0043,4479.5273
520:570:620:690,1.8033,0.1506,0.1499,0.0518,4410.0815
520:570:620,1.7003,0.0265,0.0437,0.0139,4400.9868
520,0.4285,0.0008,0.0347,0.0084,4445.2007
520:620,0.8692,0.0001,0.0319,0.0069,4436.4248
520:620,0.1426,0.0015,0.0351,0.0102,4435.7085
520:690,0.4195,0.0187,0.0135,0.0839,4413.5693
520:690,0.1748,0.0055,0.0148,0.0354,4407.0791
520:570:620,0.1654,0.024,0.1784,0.0068,4417.4653
520:620,0.1687,0.0034,0.5754,0.012,4408.8818
520:620,0.4775,0.0004,0.0598,0.0104,4348.9551
520:620,1.3161,0.0013,0.1131,0.0063,4382.0161
520:570:690,0.154,0.0719,0.0186,0.0456,4343.3247
520:620,0.3238,0.0026,0.0289,0.0091,4332.3057
520:570:690,0.2809,0.0266,0.0244,0.0469,4345.0977
520:620,0.6015,0.0003,0.0951,0.0111,4358.2109
520:690,0.3572,0.0055,0.0266,0.0871,4377.9312
520:690,0.3025,0.0009,0.0174,0.1026,4370.8223
520:570:690,0.7058,0.0259,0.014,0.3064,4377.4458
520:620,0.3057,0.0012,0.2111,0.0201,4338.207
520,0.2305,0.005,0.0533,0.0198,4340.1978
520:570:690,0.136,0.0272,0.011,0.0608,4265.4185
520:570:690,0.5704,0.0285,0.0196,0.2376,4319.1953
520:620:690,0.9172,0.0009,0.0581,0.0795,4339.1528
520:690,0.84,0.0003,0.0318,0.1309,4345.1724
520:690,1.1011,0.0198,0.0218,0.2416,4341.022
520:690,0.2061,0.0011,0.0098,0.0781,4322.9385
520:620:690,1.0751,0.0078,0.1212,0.0529,4345.6514
520:690,0.5892,0.0087,0.0123,0.2209,4295.7842
520:690,0.3467,0.0018,0.0118,0.1509,4286.6206
520:570:690,0.1933,0.0421,0.012,0.0383,4328.8457
520:690,0.7777,0.019,0.018,0.3565,4286.4111
520:570:690,0.7091,0.022,0.0114,0.1427,4302.4956
520:690,0.4132,0.0069,0.0156,0.1329,4290.2646
520:570:690,0.8721,0.0265,0.0164,0.315,4301.2661
520:620:690,0.2487,0.0018,0.0806,0.0879,4279.0093
520:690,0.4053,0.0064,0.0303,0.1787,4292.0957
520:570:690,0.6894,0.0505,0.0141,0.2064,4268.4033
520:570:690,0.3732,0.0225,0.013,0.1487,4281.9443
520:620:690,0.4659,0.0056,0.0455,0.091,4297.7998
520:690,0.5707,0.0139,0.0129,0.257,4245.7012
520:690,0.2085,0.0089,0.0117,0.0953,4238.0454
520:690,0.4792,0.0031,0.0135,0.173,4290.9033
520:690,0.3283,0.0057,0.0211,0.1521,4250.8687
520:570:690,0.6656,0.0413,0.0116,0.164,4241.6436
520:690,0.4161,0.0102,0.0093,0.1382,4232.4028
520:620:690,0.1382,0.0019,0.0295,0.0328,4267.5088
520:690,0.6252,0.0163,0.0139,0.2392,4205.7554
520:690,0.6079,0.008,0.018,0.3759,4227.3364
520:690,0.163,0.0051,0.0108,0.0561,4239.0439
520:620:690,0.1314,0.0005,0.0543,0.0784,4185.6875
520:570:690,0.2655,0.0872,0.0101,0.0359,4247.8477
520:690,0.3772,0.0197,0.01,0.104,4248.9087
520:570:690,0.5506,0.078,0.0108,0.2214,4222.3384
520:690,0.4863,0.0089,0.0117,0.1918,4182.6802
520:570:690,0.7694,0.0465,0.015,0.2235,4243.1318
520:690,0.1841,0.0017,0.0083,0.0652,4173.1226
520:690,0.7276,0.0141,0.0168,0.2865,4220.9756
520:570:690,0.252,0.0221,0.0104,0.1171,4191.9351
520:690,0.7215,0.0051,0.0116,0.1657,4201.4209
520:570:690,0.6384,0.1029,0.0096,0.1618,4233.7524
520:570:690,0.785,0.0318,0.0154,0.239,4203.9282
520:570:690,0.4684,0.0349,0.0128,0.1247,4237.4248
520:570:690,0.8889,0.0529,0.0158,0.1959,4179.2021
520:690,1.4334,0.0143,0.0261,0.3882,4183.1089
520:570:690,1.1002,0.0336,0.0169,0.4501,4186.3604
520:690,0.5801,0.004,0.0163,0.1804,4203.418
520:570:690,0.7359,0.0273,0.0152,0.3157,4173.8423
520:570:690,0.1808,0.0598,0.011,0.0679,4221.0381
520:570:690,0.2662,0.0409,0.0108,0.0814,4140.5898
520:690,0.2751,0.0068,0.0109,0.0768,4141.5762
520:690,0.2646,0.0163,0.0083,0.0744,4156.8843
520:690,0.1903,0.0028,0.0127,0.0537,4131.8667
520:690,0.6629,0.0169,0.0139,0.1953,4182.6045
520:690,0.3228,0.0084,0.0105,0.0788,4207.4087
520:620:690,0.4015,0.0023,0.2624,0.0802,4172.5508
520:570:690,0.4189,0.0441,0.013,0.1204,4154.0342
520:690,0.1434,0.0102,0.0091,0.0595,4154.6357
520:690,0.1582,0.0087,0.0079,0.0395,4136.5117
520:690,0.1668,0.0001,0.0174,0.0481,4196.4458
520:620:690,0.1945,0.0182,0.2026,0.1278,4138.3799
520:690,0.7593,0.0117,0.0165,0.2606,4149.1855
520:690,0.2452,0.0017,0.01,0.0693,4182.8081
520:690,0.78,0.0146,0.0145,0.3964,4141.6763
520:570:690,0.5164,0.0258,0.0154,0.2592,4159.3877
520:570:690,1.0217,0.0233,0.0157,0.3276,4154.5332
520:570:690,0.7009,0.0795,0.0119,0.1719,4147.0874
520:690,0.7133,0.0181,0.0122,0.2451,4138.771
520:570:690,0.5349,0.0295,0.0154,0.2034,4175.2266
520:620:690,0.2699,0.0049,0.1085,0.0672,4164.6968
520,0.1372,0.0035,0.0075,0.0232,4102.3384
520:570:690,0.2434,0.026,0.0118,0.086,4183.1597
520:570:690,0.1511,0.0585,0.0111,0.0579,4144.7856
520:690,0.3743,0.0201,0.0097,0.0574,4085.585
520:690,0.2076,0.0084,0.009,0.048,4162.7827
520:690,0.6341,0.0085,0.0137,0.2282,4177.4395
520:570:690,0.6735,0.0261,0.0147,0.2606,4121.2456
520:690,0.7544,0.0131,0.0272,0.2719,4112.7637
520:690,0.4246,0.0069,0.0122,0.1899,4128.7993
520:570:690,0.5525,0.0631,0.0139,0.2041,4177.1455
520:690,0.1217,0.0098,0.0138,0.0339,4138.2388
520:690,0.1261,0.0066,0.0086,0.0526,4132.2734
520:570:690,0.9705,0.0211,0.0136,0.2289,4167.6577
520:690,0.324,0.0095,0.0223,0.0854,4156.4434
520:690,0.6138,0.0112,0.0053,0.1621,4145.062
520:570:690,0.684,0.0438,0.0136,0.1641,4148.4756
520:570:690,0.5951,0.0446,0.0131,0.1794,4114.1006
520:570:690,0.2833,0.0326,0.0084,0.0975,4171.1177
520:570:690,0.7825,0.0341,0.0152,0.1568,4131.8584
520:620:690,0.1549,0.0028,0.0707,0.063,4123.668
520:570:620:690,0.7691,0.0236,0.4134,0.2327,4108.1421
520:570:620:690,0.3254,0.0635,0.0624,0.1079,4113.8716
520:690,0.2245,0.0127,0.0124,0.059,4132.9863
520:570,0.1241,0.0745,0.0127,0.025,4084.4133
520:620:690,1.4941,0.0075,0.0992,0.046,4125.147
520:690,1.3605,0.0144,0.0218,0.4212,4101.6685
520:570:690,0.8612,0.0446,0.0224,0.2667,4108.0225
520:690,1.022,0.0085,0.0176,0.3666,4101.0894
520:690,1.0846,0.0121,0.012,0.3124,4100.3462
520:570:690,0.6414,0.0242,0.0196,0.1456,4105.9219
520:570:690,0.9624,0.0492,0.0128,0.2038,4093.5369
520:620:690,1.8616,0.0066,0.1006,0.0427,4126.6211
520:570:690,0.9637,0.0321,0.0196,0.2575,4113.0205
520:690,0.5739,0.0125,0.0157,0.2595,4074.5627
520:690,0.7434,0.0009,0.0083,0.169,4104.4072
520:690,0.2934,0.002,0.0185,0.1096,4066.8403
520:690,0.2218,0.0115,0.0139,0.0629,4099.583
520:570:690,0.3035,0.028,0.0087,0.1148,4040.0242
520:570:690,0.8368,0.0365,0.0159,0.2703,4064.7393
520:690,0.3181,0.0049,0.0084,0.1089,4030.1626
520:570:690,0.6471,0.0699,0.0141,0.2042,4085.4734
520:690,0.1399,0.0103,0.0088,0.0403,4089.1575
520:620:690,0.1719,0.0127,0.2701,0.0504,4049.6582
520:690,0.7909,0.0171,0.0154,0.3214,4036.8394
520:570:690,0.4215,0.0448,0.0125,0.1157,4069.7095
520:570:690,1.0606,0.0416,0.0143,0.254,4023.8914
520:570:690,0.7291,0.0383,0.013,0.232,4042.8374
520:620:690,0.3831,0.0076,0.2983,0.0953,4008.7944
520:570:690,0.8471,0.0265,0.0134,0.2782,4029.6445
520:570:690,0.1763,0.0235,0.0182,0.0872,4058.635
520:690,0.5276,0.0148,0.0139,0.1208,4082.3562
520:690,0.1626,0.0014,0.007,0.0451,4078.3022
520:570:690,1.1819,0.063,0.0319,0.4322,4022.1677
520:570:690,0.7716,0.0525,0.0206,0.1966,4016.9019
520,0.2064,0.0082,0.0074,0.0313,4067.8484
520:570:690,0.8357,0.0545,0.0153,0.3079,4030.4075
520:570:690,0.6624,0.0579,0.0198,0.225,4009.2925
520:690,0.5045,0.0118,0.0247,0.1326,3999.1543
520:570:690,0.6559,0.05,0.0171,0.2156,4015.5957
520:620,0.1663,0.0001,0.0473,0.0106,4066.7986
520:620:690,0.1898,0.0092,0.3823,0.0509,4001.3337
520:690,0.4179,0.0034,0.0112,0.1466,3963.0864
520:570:690,0.9201,0.0307,0.0138,0.2705,3970.2566
520:690,0.213,0.0006,0.0134,0.0735,3956.731
520:570:690,0.188,0.0653,0.0111,0.0723,4026.8193
520:690,0.2111,0.0048,0.0157,0.0739,3945.394
520:620:690,0.5846,0.0146,0.1796,0.1397,3980.6047
520:690,0.3596,0.0111,0.0112,0.1029,3984.5076
520:690,0.2254,0.0001,0.01,0.0437,3961.104
520:690,0.156,0.006,0.008,0.0415,3958.9714
520:690,0.5393,0.0022,0.0131,0.1818,3963.8184
520:620:690,0.1999,0.0028,0.1317,0.186,3965.856
520:570:690,0.5428,0.0462,0.0123,0.2146,3929.6072
520:570:690,0.4678,0.059,0.0264,0.151,3986.3264
520:570:690,0.3965,0.0296,0.0121,0.1295,3976.323
520:570:690,0.5028,0.0826,0.0202,0.0998,3971.3601
520:570:690,1.0618,0.0266,0.0143,0.3429,3974.2495
520:570:690,0.5245,0.0814,0.0114,0.1135,3949.9607
520:690,0.4709,0.0116,0.0278,0.1027,3987.4946
520:570:690,0.8573,0.1175,0.0118,0.1854,3969.6692
520:570:690,1.1261,0.0236,0.0093,0.2314,3964.635
520:570:690,0.7263,0.0604,0.0191,0.2804,3988.8032
520:570:690,0.5556,0.038,0.0123,0.1853,3946.9783
520:620:690,0.789,0.0133,0.0367,0.1721,3977.6958
520:620:690,1.5183,0.0153,0.0977,0.3407,3980.7595
520:570:690,0.6484,0.0753,0.014,0.2545,3935.3989
520:570:690,0.1835,0.0353,0.0227,0.0593,3964.783
520:570:690,0.7922,0.0442,0.0141,0.2648,3972.7732
520:570:690,0.6851,0.0322,0.0123,0.1602,3928.783
520:570:690,0.3138,0.0222,0.0108,0.1152,3959.8589
520:570:690,0.5773,0.0278,0.0119,0.1679,3923.7451
520:690,0.8685,0.0113,0.0095,0.2355,3915.46
520:690,0.4506,0.0022,0.0068,0.1681,3945.2007
520:690,0.7594,0.0138,0.0121,0.2701,3886.0952
520:690,0.6583,0.0102,0.0135,0.2003,3939.7786
520:570:690,0.8034,0.0523,0.0126,0.1339,3912.4502
520:570:690,0.8968,0.0428,0.0137,0.2709,3900.5562
520:570:690,1.3349,0.0355,0.0145,0.4039,3897.8303
520:570:690,0.9211,0.0608,0.0144,0.333,3891.4163
520:620,0.1834,0.0024,0.148,0.0262,3915.2227
520:690,0.733,0.0204,0.0086,0.1858,3876.1362
520:570:690,0.5713,0.0262,0.0121,0.1175,3883.6157
520:690,0.8861,0.0125,0.0048,0.2527,3868.8054
520:690,0.4033,0.0074,0.0062,0.0875,3863.2915
520:690,0.2158,0.0055,0.0073,0.0464,3892.9502
520:570:690,0.6176,0.0315,0.0108,0.1735,3876.6753
520:570:690,1.0175,0.065,0.0112,0.2765,3874.5706
520:690,0.7626,0.0177,0.0103,0.1661,3869.3352
520:620:690,0.4112,0.0171,0.0383,0.1049,3863.6577
520:570:690,0.1535,0.0454,0.01,0.0701,3884.8997
520:690,0.6872,0.0049,0.0138,0.2268,3911.4233
520:570:690,0.7076,0.0281,0.0279,0.3017,3903.564
520:690,0.1336,0.0178,0.0099,0.0613,3839.5916
520:690,0.4145,0.0099,0.0084,0.0844,3894.1938
520:570:690,0.5962,0.0425,0.0254,0.2018,3868.0857
520:690,0.3739,0.0014,0.0104,0.1515,3892.574
520:570:690,0.7358,0.0264,0.0165,0.2667,3853.625
520:690,1.0555,0.0132,0.0169,0.2393,3894.8535
520:570:690,0.7903,0.0394,0.0107,0.1349,3888.9851
520:570:690,0.1942,0.0238,0.0043,0.0433,3788.8445
520:690,0.2125,0.0049,0.0138,0.0912,3789.5522
520:690,0.3324,0.002,0.0199,0.0769,3886.3223
520:570:690,0.2043,0.0328,0.0077,0.065,3864.6382
520:570:690,0.6347,0.0235,0.0161,0.2528,3827.9128
520:690,0.2673,0.007,0.0105,0.086,3801.9436
520:690,0.1774,0.0009,0.0088,0.0692,3793.9038
520:570:690,0.9122,0.0425,0.0137,0.2414,3856.0024
520:620:690,1.0222,0.0156,0.4168,0.2099,3806.9395
520:620:690,1.0539,0.0207,0.0912,0.3518,3813.1499
520:620:690,0.4945,0.0169,0.0402,0.224,3824.8884
520:570:690,1.0371,0.0848,0.0355,0.3499,3809.8262
520:690,0.7086,0.0177,0.0176,0.3242,3814.166
520:570:690,1.0351,0.1158,0.0241,0.3311,3807.1375
520:570:690,0.7116,0.0678,0.0161,0.1683,3844.7781
520:690,0.5988,0.0138,0.0109,0.1496,3796.7324
520:690,0.1903,0.0122,0.0093,0.0622,3807.1968
520:570:620:690,0.3256,0.026,0.0501,0.0837,3831.2834
520:570:690,0.1971,0.0377,0.0093,0.0427,3818.1008
520:570:690,0.4916,0.0323,0.0119,0.0809,3778.2314
520:570:690,0.4745,0.0927,0.0188,0.0862,3780.9221
520:570:690,0.4173,0.0478,0.0095,0.1176,3772.7344
520:690,0.1295,0.016,0.0193,0.0481,3775.6719
520:690,0.3073,0.0119,0.0107,0.1318,3752.1846
520:690,0.1416,0.0033,0.0087,0.0571,3756.2988
520:570:690,0.6921,0.0327,0.0138,0.1651,3780.4326
520:690,0.6633,0.0157,0.0127,0.2014,3800.8079
520:570:690,0.2421,0.0442,0.009,0.0659,3764.6736
520:690,0.506,0.0121,0.0164,0.1534,3793.4099
520:690,0.3886,0.0048,0.0067,0.118,3784.2996
520:570:690,0.7432,0.0348,0.0122,0.1906,3733.6077
520,0.2369,0.0023,0.0172,0.0247,3810.6836
520:570:690,0.7213,0.0345,0.0101,0.1413,3742.8933
520:690,0.2527,0.0112,0.0118,0.117,3808.6616
520:570:690,0.6613,0.0661,0.0126,0.1121,3685.9019
520:620:690,2.6061,0.0075,0.3175,0.0749,3724.03
520:620:690,0.2322,0.0121,0.1222,0.0484,3695.2461
520:570:690,1.6826,0.0315,0.0492,0.2209,3730.9753
520:690,0.4222,0.0134,0.014,0.2079,3736.8103
520:570:690,0.5918,0.0527,0.0142,0.1934,3744.3828
520:690,0.4127,0.0077,0.0119,0.1874,3751.7053
520:570:690,1.1006,0.1015,0.0207,0.3033,3721.2742
520:690,1.1005,0.0051,0.0089,0.3257,3716.7617
520:570:690,0.4946,0.0348,0.0114,0.1564,3717.3123
520:690,0.6735,0.0077,0.0114,0.159,3710.8828
520:570:620:690,1.09,0.03,0.0836,0.2761,3713.9412
520:570:690,0.5419,0.0288,0.0163,0.2413,3720.1167
520:570:690,0.4504,0.027,0.0077,0.0725,3685.1653
520:570:690,0.8441,0.0586,0.0105,0.1847,3693.3157
520:570:690,0.9057,0.0427,0.028,0.2475,3700.5906
520:570:690,0.8013,0.0375,0.0146,0.2654,3762.2339
520:570:690,0.4929,0.052,0.0113,0.1229,3671.416
520:690,0.3549,0.0108,0.012,0.1126,3745.0068
520:570:690,0.7158,0.0727,0.0142,0.1778,3694.0208
520:690,0.1937,0.0193,0.0086,0.0591,3738.2122
520:690,0.1239,0.0177,0.011,0.0415,3748.1543
520:570:690,0.8741,0.0224,0.013,0.1943,3754.2688
520:570:690,0.7681,0.1054,0.0321,0.1845,3669.2561
520:570:690,0.578,0.044,0.027,0.232,3671.7803
520:570:690,0.4694,0.0312,0.0098,0.1385,3714.8594
520:690,0.2941,0.0192,0.0125,0.1484,3641.156
520:570:690,0.6919,0.0785,0.0144,0.2284,3719.3682
